1 86.22
2 116.78
3 123.8
4 92.56
5 98.02
6 102.34
7 92.34
8 103.16
9 79.44
10 123.34
11 88.9
12 90.88
13 106.58
14 94.46
15 101.5
16 85.52
17 105
18 133.22
19 96.64
20 95.16
21 102.76
22 107.68
23 113.9
24 115.6
25 113.24
26 109.42
27 115.5
28 104.76
29 106.86
30 92.06
31 132.08
32 100.28
33 105.66
34 99.08
35 81.88
36 102.14
37 88.8
38 94.56
39 91.84
40 108.66
41 120.68
42 85.96
43 85.92
44 86.64
45 94
46 88.9
47 107.42
48 102.5
49 113.28
50 118.88
51 94.4
52 90.5
53 88.86
54 89.36
55 75.46
56 90.92
57 87.54
58 84.2
59 116.44
60 126.02
61 89.98
62 97.86
63 84.8
64 100.22
65 82.34
66 78.96
67 87.86
68 126.68
69 83.14
70 108.58
71 117.26
72 116.42
73 81.04
74 97.44
75 79.22
76 99.66
77 100.22
78 95.24
79 89.88
80 108.24
81 118.34
82 97.96
83 98.52
84 77.62
85 106.42
86 93.26
87 96.8
88 113.86
89 98.06
90 100.76
91 105.24
92 69.2
93 76.52
94 84.38
95 101.04
96 110.3
97 87.86
98 85.2
99 93.92
100 87.76
